Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
212679.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.02	29887	29887	1	1	13065.88
212681.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.14	29903	29903	1	1	8781.73
212683.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.18	29884	29884	1	1	12297.55
212688.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	980.46
212689.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	4142.69
212691.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.99	29893	29893	1	1	4954.34
212692.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	3864.94
212693.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	7994.24
212706.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	4420.96
212707.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	515.00
212708.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.95	29903	29903	1	1	3681.90
212709.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.00	29903	29903	1	1	481.56
212710.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.02	29903	29903	1	1	17496.57
212712.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.91	29903	29903	1	1	6109.75
212716.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	15657.21
212717.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.09	29884	29884	1	1	10363.41
212720.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	37.97	29902	29902	1	1	976.52
212722.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.01	29903	29903	1	1	8958.97
212723.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.06	29884	29884	1	1	7338.38
212724.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.00	29903	29903	1	1	6103.07
212728.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.05	29903	29903	1	1	1698.83
212729.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.07	29887	29887	1	1	17710.04
212730.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	3654.13
212731.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	4383.62
212732.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.95	29894	29894	1	1	976.78
212733.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	2081.38
212735.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.09	29884	29884	1	1	12759.34
212738.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	8312.14
212739.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	6264.22
212741.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	3771.25
212742.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	8265.29
212745.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	3844.87
212746.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.08	29887	29887	1	1	11138.62
212748.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.05	29887	29887	1	1	15070.10
212749.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	6628.97
212755.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	38.08	29893	29893	1	1	7690.76
212757.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	4992.64
212764.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	2994.91
212765.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.93	29903	29903	1	1	795.91
212766.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.92	29903	29903	1	1	2170.35
212767.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	977.11
212768.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1050.73
212769.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.98	29903	29903	1	1	224.06
212770.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.08	29903	29903	1	1	11992.11
212773.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.00	29903	29903	1	1	4327.33
212775.consensus	1	1	1	1	1	0	29897	29897	29897	29897	29897	0	1	29897	29897	38.13	29897	29897	1	1	11683.45
212776.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.04	29903	29903	1	1	6477.61
212777.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.16	29884	29884	1	1	13696.29
212778.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	5601.66
212783.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.08	29884	29884	1	1	8268.64
212785.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	10708.07
212786.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	7699.77
212789.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.08	29884	29884	1	1	7947.40
212790.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	5762.28
212791.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	4283.23
212798.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	8526.30
212799.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.09	29884	29884	1	1	8703.65
212800.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	5163.30
212801.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	3811.40
212803.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.91	29884	29884	1	1	5855.98
212808.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	5966.40
212809.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	4734.98
212811.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.95	29893	29893	1	1	7968.42
212812.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.13	29903	29903	1	1	18991.41
212814.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.94	29903	29903	1	1	4190.22
213028.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.00	29903	29903	1	1	7457.45
213054.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	5086.33
213057.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	1917.41
213058.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.80	29903	29903	1	1	6711.70
213061.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.53	29903	29903	1	1	9457.25
213065.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.08	29903	29903	1	1	4976.09
213066.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.02	29903	29903	1	1	5594.76
213067.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.04	29903	29903	1	1	5822.16
213068.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.09	29884	29884	1	1	11434.21
213070.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.05	29903	29903	1	1	3053.21
213072.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.12	29903	29903	1	1	17339.40
213073.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.98	29903	29903	1	1	2180.38
213074.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	224.06
213075.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1445.59
213076.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	1780.22
213082.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	37.99	29902	29902	1	1	1163.80
213083.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.07	29884	29884	1	1	6528.58
213084.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.82	29898	29898	1	1	8950.43
213085.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1900.68
213086.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.92	29893	29893	1	1	1297.96
213088.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.95	29893	29893	1	1	3632.96
213089.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.95	29903	29903	1	1	3829.05
213093.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.94	29893	29893	1	1	1184.22
213094.consensus	1	1	1	1	1	0	29885	29885	29885	29885	29885	0	1	29885	29885	37.96	29885	29885	1	1	3627.24
213095.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.93	29893	29893	1	1	642.29
213096.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.90	29893	29893	1	1	4392.33
213097.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	478.52
213098.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.98	29893	29893	1	1	224.13
213100.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	3731.09
213101.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	224.20
213103.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	341.32
213104.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.97	29893	29893	1	1	2736.43
213105.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	1161.16
213106.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.94	29894	29894	1	1	796.15
213107.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	384.82
213108.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1723.33
213109.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	3724.40
213112.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	498.59
213113.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	592.29
213114.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	565.52
213115.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	224.20
213116.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	756.26
213117.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1187.93
213142.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1927.45
213143.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	699.37
213144.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	2375.85
213145.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.95	29893	29893	1	1	8356.47
213146.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	371.44
213147.consensus	1	1	1	1	1	0	29875	29875	29875	29875	29875	0	1	29875	29875	37.99	29875	29875	1	1	4036.82
213150.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	3310.70
213153.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.08	29884	29884	1	1	6157.14
213154.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	7221.26
213155.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	5216.84
213158.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	38.03	29893	29893	1	1	5780.62
213159.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	3918.48
213162.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	2732.17
213164.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	2282.16
213165.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	796.41
213171.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	404.90
213178.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	1394.51
213180.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	2974.84
213181.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	224.20
213182.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	779.68
213183.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	2228.62
213184.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	8245.21
213185.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	1251.51
213186.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	5086.33
213187.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.91	29884	29884	1	1	3513.59
213188.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	404.90
213189.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	789.72
213190.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	227.55
213191.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	1268.24
213194.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	846.61
213197.consensus	1	1	1	1	1	0	29879	29879	29879	29879	29879	0	1	29879	29879	37.97	29879	29879	1	1	5957.36
213200.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	4724.94
213210.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	598.98
213212.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	2917.95
213214.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	2934.68
213215.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	5307.19
213217.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	1803.64
213218.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.99	29887	29887	1	1	3844.48
213219.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.92	29903	29903	1	1	7464.13
213221.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	7107.48
213223.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	4530.85
213225.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	729.49
213228.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	277.74
213231.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	1716.64
213232.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	796.41
213233.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.99	29893	29893	1	1	3636.30
213234.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.97	29893	29893	1	1	404.78
213235.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	1331.82
213236.consensus	1	1	1	1	1	0	29892	29892	29892	29892	29892	0	1	29892	29892	38.06	29892	29892	1	1	11444.53
213238.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.97	29893	29893	1	1	558.66
213247.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	545.44
213248.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	3051.80
213251.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	9486.68
213252.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	3269.31
213253.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.93	29894	29894	1	1	3897.10
213254.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.94	29903	29903	1	1	1565.06
213255.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	3403.16
213256.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	428.32
213257.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	913.53
213261.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.92	29903	29903	1	1	2688.69
213262.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	324.59
213263.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	224.20
213264.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1311.74
213265.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	351.36
213266.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	398.21
213270.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1837.10
213274.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	2412.66
213275.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.94	29893	29893	1	1	2094.14
213276.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.93	29893	29893	1	1	8339.75
213278.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.96	29893	29893	1	1	404.78
213279.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	498.59
213280.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	1622.94
213281.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	421.63
213282.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	809.80
213284.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	2151.65
213285.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	977.11
213286.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	394.86
213289.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	4283.23
213291.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	2834.29
213305.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	5434.35
213309.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	6940.17
213311.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1897.34
213315.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	4015.53
213317.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.12	29884	29884	1	1	8118.06
213318.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.07	29884	29884	1	1	6966.94
213319.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1636.33
213321.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	2954.76
213325.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.05	29887	29887	1	1	8655.94
213328.consensus	1	1	1	1	1	0	29900	29900	29900	29900	29900	0	1	29900	29900	37.95	29900	29900	1	1	5558.53
213336.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	3567.13
213338.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	977.11
213339.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	7907.24
213341.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	876.72
213343.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	977.11
213352.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.08	29903	29903	1	1	8631.24
213353.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.03	29903	29903	1	1	4297.23
213355.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.17	29903	29903	1	1	10754.77
213366.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.01	29903	29903	1	1	2628.50
213370.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.00	29903	29903	1	1	3508.01
213378.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.02	29903	29903	1	1	8116.24
213382.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.06	29903	29903	1	1	8193.16
213391.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.02	29903	29903	1	1	4464.44
213392.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.00	29903	29903	1	1	4150.09
